artist_name,artist_genre
Katyna Ranieri,vintage italian pop
Marilyn Barbarin,hip hop
Calez,hip hop
Gabo Ferro,"argentine indie, folklore argentino"
Marc Dorsey,contemporary r&b
Mercirick,hip hop
Dresdner Philharmonie,german orchestra
Melting Euphoria,deep space rock
Neeti Mohan,"filmi, modern bollywood"
The Alpha Conspiracy,demoscene
윤아름,hip hop
Each Other,hip hop
Boza,"panamanian pop, reggaeton, urbano latino"
Egon Soda,"rock alternativo espanol, spanish indie pop, spanish modern rock"
Sickening Horror,hip hop
Ash Pool,"raw black metal, usbm"
Rebel Cats,"mexican indie, mexican rock, rockabilly en espanol"
PRODUCE X 101,"k-pop boy group, k-pop reality show"
Altered States,hip hop
Mark Kingswood,hip hop
New Limit,"cantaditas, ruta destroy"
Onderkoffer,hip hop
Сергей Безруков,hip hop
Georg Ots,"classic finnish pop, classic iskelma"
Justin David Sullivan,broadway
Lidell Townsell,"chicago house, classic house"
Kings mamah,hip hop
Alterbeast,"brutal death metal, symphonic deathcore, technical brutal death metal, technical death metal, technical melodic death metal"
Kadri Gopalnath,"carnatic, carnatic instrumental, indian classical, indian jazz"
Liers In Wait,"gothenburg metal, swedish death metal, swedish metal"
Michael Sarver,idol
Fortunato & Montresor,future ambient
Kut U Up,hip hop
Lida Husik,alternative pop
Mansour Seck,"desert blues, griot, mbalax, musique peule, senegalese traditional"
The Urban Voodoo Machine,gypsy punk
ЛАУД,hip hop
King Automatic,"french garage rock, garage punk blues"
Knight Rider,hip hop
Second Woman,mandible
Soy Un Caballo,hip hop
Faces On Film,hip hop
Linda Amantova,hip hop
Sangam,"ambient lo-fi, dreampunk, hardvapour"
Scott Mac,hip hop
Ausmuteants,"australian garage punk, melbourne punk, synth punk"
Genevieve Pasquier,power noise
Hennie Bekker,hip hop
Kelevra,fidget house
Levi The Poet,slam poetry
Soophie Nun Squad,hip hop
Amatsuki,"anime, anime rock, vocaloid"
Bernd Scholl,hip hop
Eylem Aktaş,hip hop
Industrialyzer,dark techno
Jamie McDell,"channel pop, nz singer-songwriter"
Lola Blanc,"alt z, modern alternative pop"
Savia Andina,"folklore boliviano, musica andina"
The Secret Society,"spanish indie pop, spanish noise pop"
The Warren Brothers,hip hop
Upa Dance,hip hop
光吉猛修,rhythm game
Choker,alternative r&b
Deckchair Orange,hip hop
Nero Di Marte,"dissonant death metal, post-metal"
Tobias Hellkvist,"drift, swedish experimental"
Draven Kade,hip hop
Ellen McLain,hip hop
Lito y Polaco,"latin hip hop, reggaeton"
Eugene Chadbourne,free jazz
Los Pikadientes De Caborca,"classic sierreno, cumbia sonorense, norteno"
Making Marks,shiver pop
Yfriday,uk worship
Bruno Spoerri,swiss jazz
Inner State 81,hip hop
The Skullsnaps,hip hop
Kidd Jinxed,hip hop
John Jorgenson,gypsy jazz
Liana Banks,hip hop
Maissiat,nouvelle chanson francaise
Niarn,"danish hip hop, danish pop"
Pan Daijing,"chinese electronic, deconstructed club, electra, new isolationism, spectra"
Paris Motel,hip hop
The Blackwater Boys,hip hop
The Sisters And Brothers Of Plum Village,hip hop
Ferde Grofé,"american modern classical, early modern classical"
ASMR Janina,asmr
No Limits,sda a cappella
The Burns Unit,scottish rock
Jimmy Jacobs,myanmar hip hop
Birdcloud,deathgrass
Blood Meridian,hip hop
Emma-Jean Thackray,british jazz
Hot Streak,hip hop
Temple Of Sound,hip hop
Ernie Andrews,hip hop
Maya Azucena,hip hop
Flaxo,hip hop
Love Me Electric,chicago pop punk
The Alliance,hip hop
Christon Gray,"christian hip hop, christian trap"
Splashgirl,"dark jazz, norwegian contemporary jazz, norwegian experimental"
Piknik,"classic russian rock, russian rock"
Things In Herds,hip hop
Vinzzent,levenslied
Lena Willemark,"folkmusik, nordic folk"
Peter Belli,"classic danish pop, dansktop"
Rahim AlHaj,"arab folk, khaleeji iraqi, oud"
Sagittarius V,spacewave
The Black Cadillacs,hip hop
The Trade Winds,hip hop
Arch of Hell,"czech metal, symphonic death metal"
Blitz Lunar,hip hop
Cam & China,hip hop
Digital Alkemist,hip hop
Eglise Protestante Unie de France,french worship
Cyro Monteiro,"samba, velha guarda"
Karl Dall,hip hop
Lucho Barrios,"classic peruvian pop, musica criolla"
Nellee Hooper,hip hop
Peggy Scott-Adams,"southern soul, southern soul blues"
Sturmgeist,"experimental black metal, norwegian metal"
Project Armageddon,neo-trad doom metal
Dying Humanity,german melodeath
Parliament Funkadelic,afrofuturism
Steve Gurley,hip hop
The Autumn Project,atmospheric post-rock
The World's Famous Supreme Team,hip hop
Hollywood Symphony Orchestra,american orchestra
Romance of Young Tigers,atmospheric post-rock
The Firebird Band,hip hop
The Fresh Beat Band,kids dance party
Filarmônica de Pasárgada,nova musica paulista
Final Conflict,"anarcho-punk, california hardcore, crossover thrash, crust punk, hardcore punk, thrash core"
Isam B,hip hop
Jesse Harper,hip hop
Randi Laubek,danish singer-songwriter
Kris SumaStyli,hip hop
The Marvelows,"chicago soul, classic soul, souldies"
The Ragged Jubilee,hip hop
AOA CREAM,k-pop girl group
Dirty Impact,hip hop
Float Face Down,"brutal deathcore, deathcore, progressive deathcore"
Pau Riba,"indie catala, nova canco, rock catala"
Artemoltobuffa,"indie veneto, italian alternative"
Jared Mees & The Grown Children,"folk punk, portland indie"
Killa Tay,hyphy
Lattice,drift
Santiago & Bushido,fidget house
Waysted,"glam metal, sleaze rock"
A Palo Seko,spanish punk
Cora Novoa,spanish electronic
Dead Obies,"hip hop quebecois, rap montrealais"
Dragon Guardian,"japanese power metal, kawaii metal"
Leon Fleisher,"american classical piano, classical piano"
Leonardo de Lozanne,mexican rock
Sneaky Feelings,dunedin sound
Andrzej Rosiewicz,"classic polish pop, sung poetry"
John Campbelljohn,power blues-rock
Mike D'Abo,hip hop
The Frail Division,hip hop
WITCHMANE,hip hop
Paul Hepker,hip hop
Kerri Watt,scottish singer-songwriter
Meatraffle,art punk
Kate Bentsen,hip hop
One Life Crew,ohio hardcore
The Rumours,hip hop
Sci-Clone,hip hop
The Scruffs,underground power pop
Andreas Ulvo,norwegian jazz
Moustache,hip hop
Yeliz,classic turkish pop
Georgie Porgie,hip hop
The Da Vincis,mississippi indie
The Dad Horse Experience,"garage punk blues, gothic americana"
Wheels on the Bus,children's music
Vild Smith,"danish hip hop, danish pop"
Annix,"bass house, drum and bass, jump up, liquid funk"
Daniel Breaker,"broadway, show tunes"
Chris Cowie,scottish electronic
Hotel Persona,hip hop
Lake South,hip hop
Leopold Hofmann,classical era
Telemachus,hip hop
The Crooked Fiddle Band,gypsy punk
Wedlock,gabber
Wevie Stonder,hip hop
Kohib,norwegian space disco
Pllush,small room
Carbonne,hip hop
Jasmine Trias,idol
Jonathan & Charlotte,operatic pop
Lea Santee,indie electropop
TDK,hip hop
Michael Bundt,berlin school
太田裕美,hip hop
Ghosting,"corrosion, gothic rock"
Silent Majority,long island punk
Sista Sekunden,"swedish hardcore, swedish pop punk, swedish punk"
Sundance Darling,binaural
The Riffs,portland punk
Joel Culpepper,uk contemporary r&b
Medusa's Spell,"ethereal gothic, martial industrial"
Nancial,russian metalcore
Vampire Rodents,collage pop
Manuel De Almeida,fado
Sanikwave,hip hop
Богдан Титомир,hip hop
Rory Mckenna,hip hop
Inka Loreen Minden,hip hop
Redrum 187,hip hop
The Loreleis,a cappella
Bomb Factory,japanese hardcore
Dragony,"austrian metal, melodic metal, melodic power metal, power metal, symphonic metal, symphonic power metal"
Solemn Sun,hip hop
Antiloops,hip hop
Franziska Pigulla,hip hop
Jon Stancer,hip hop
Minami Deutsch,"japanese psychedelic rock, neo-kraut, neo-psychedelic"
Rusty Cage,hip hop
Claes-Göran Hederström,"classic swedish pop, vintage swedish pop"
Diljit Dosanjh,"filmi, modern bollywood, punjabi pop"
Horologium,hip hop
Jonnie Common,scottish singer-songwriter
The Pilgrim Travelers,"gospel singers, vocal harmony group"
Fountain Of Youth,hip hop
Nasty Nardo,memphis hip hop
De Hardheid,dutch punk
Michelle Darkness,heavy gothic rock
Bill Kirchen,"neo honky tonk, roots rock"
Gumbles,"deutschrock, german oi"
The Bible in Living Sound,bible
Salami Rose Joe Louis,bedroom pop
John Rivetti,hip hop
Theophilus Beckford,jamaican ska
Auditive Escape,hip hop
Ruptured World,dark ambient
Funky Fat,hip hop
Intrigue In Tangiers,hip hop
Benjamin Godard,"french romanticism, late romantic era"
Bob Mintzer,jazz saxophone
Nesrin Sipahi,"classic azeri pop, classic turkish pop, turk sanat muzigi"
Colorblind,austin rock
DoReDoS,moldovan pop
Eddie Lovette,pacific islands pop
High Inergy,motown
Merdan Taplak,hip hop
The Expelled,hip hop
Godspell (The New Broadway Cast Recording),hip hop
Саша и Сирожа,belarusian rock
Arnett Cobb,"jazz blues, jazz saxophone, texas blues"
Baldassare Galuppi,"baroque, classical era, galante era"
Dragan Kojić Keba,"narodna muzika, sevdah, turbo folk"
Игорь Скляр,hip hop
All Levels at Once,hip hop
J. Blackfoot,"southern soul, southern soul blues"
Ambience Mastery,hip hop
Michael McGrath,hip hop
Infinite Hz,color noise
Devil in a Woodpile,"deathgrass, steel guitar"
Les Sales Majestés,"french punk, french reggae, french rock"
Tainá Costa,funk carioca
Vic Mizzy and His Orchestra and Chorus,hip hop
West Nkosi,south african jazz
Boogers,hip hop
Kate Tucker,hip hop
Lonelyspeck,aussietronica
Los Cinco Latinos,"cancion melodica, mexican rock-and-roll, pop romantico"
Insult,"crust punk, grindcore, powerviolence, thrash core"
Ricky Smith,hip hop
Rex Brown,southern metal
All Systems Go,hip hop
Two and Eight,hip hop
Joy Peters,"italo disco, new italo disco"
Lukas Termena,chill-out trance
Peter Anderson,hip hop
Sam Moore,hip hop
Sissy Spacek,hip hop
Blood Feast,old school thrash
Royce Campbell,jazz guitar
周蕙,hip hop
Bruce Hornsby & The Noisemakers,hip hop
Jordan Reyne,hip hop
Minotaur Minds,hip hop
San2 & His Soul Patrol,hip hop
Vertex,hip hop
cTrix,"bitpop, chiptune"
Bill Fox,gbvfi
Furniteur,dc indie
Ordos,"psychedelic doom, stoner metal, swedish doom metal, uppsala indie"
Barb Jungr,audiophile vocal
Crystal Distortion,"rave, tekno"
Dj-Technetium,j-core
Geovarn,trap soul
Mathou,hip hop
Terje Isungset,"experimental percussion, norwegian jazz"
Two Of Us,hip hop
Olivia Somerlyn,hip hop
Ponamero Sundown,retro metal
The Kane Gang,sophisti-pop
Weddings Parties Anything,"australian alternative rock, australian rock"
浜口史郎,shonen
Donwill,hip hop
Epinephrin,"aggrotech, industrial pop"
Great Minds,hip hop
Jimmy Cobb,jazz drums
The Embers,hip hop
Yusuke Tsutsumi,nu age
Ashes Of Ares,neo-trad metal
Ballads of the Cliche,hip hop
Dimatik,"melbourne bounce, melbourne bounce international"
Niontay,"chill abstract hip hop, experimental hip hop"
Opció K-95,hip hop
The Volebeats,hip hop
Rapider Than Horsepower,"experimental indie rock, sasscore"
Twopointeight,punk 'n' roll
Harlan T. Bobo,"memphis americana, memphis indie"
Juan De Lerida,hip hop
Mona Mur,hip hop
The Commercial Hippies,deep full on
Elmer Gantry's Velvet Opera,"classic psychedelic rock, freakbeat, psychedelic folk"
Southside Rockers,hip hop
Enter My Silence,finnish melodeath
Laura Carbone,"german alternative rock, german shoegaze"
Janosch,kleine hoerspiel
Renato Vianna,rock gospel brasileiro
Woven Hearts,calming instrumental
Ellis Island Sound,hip hop
湯浅譲二,hip hop
Lívia Cruz,"brazilian hip hop, nova musica pernambucana, rap feminino nacional"
Rusos Blancos,"spanish indie pop, spanish noise pop"
Peter Samuels,hip hop
Steady Hands,hip hop
Heimdalls Wacht,"german black metal, german pagan metal, pagan black metal"
Kaleem Taylor,uk contemporary r&b
Kélétigui Diabaté,"balafon, mande pop"
Three Souls In My Mind,"mexican classic rock, mexican rock, rock urbano mexicano"
Howard Alden,jazz guitar
Juliana Daugherty,hip hop
Isuf Rashti & Makfire Rashiti,hip hop
Domstürmer,"karneval, kolsche karneval"
Philharmonischer Kinderchor Dresden,"children's choir, kinderchor"
Yellow Red Sparks,hip hop
Азъ,hip hop
Appendix Out,scottish singer-songwriter
The Forgotten Rebels,canadian punk
Itoiz,"euskal rock, spanish prog"
MAGIC!,"pop, reggae fusion"
Ripcord,"anarcho-punk, crossover thrash, crust punk, thrash core"
Smith Point,oth indie
Vox Angeli,hip hop
Willie Lindo,hip hop
Ferris,hip hop
西村真吾,hip hop
Superbutt,"hungarian metal, hungarian rock, magyar alternative"
Deniz Tekin,"turkish alt pop, turkish rock"
The Salvadors,australian indie
Winston Churchill,oratory
Guachupé,"chilean rock, cumbia chilena, ska chileno"
KLM Music,hip hop
Papier Tigre,"french experimental rock, nantes indie, rock independant francais"
Walter Catlett,hip hop
Call Me Lolla,folk brasileiro
Ex Norwegian,miami indie
IMLAY,korean hyperpop
Mc Troia,"arrochadeira, brega funk"
Nicholas Allbrook,hip hop
Pale Divine,neo-trad doom metal
Aloha Orchestra,"french indie pop, french indietronica"
Friends in Low Places,hip hop
Anat Cohen,israeli jazz
Cantores De Hispalis,sevillanas
Fiona Luray,hip hop
Point Of No Return,"brazilian hardcore, brazilian straight edge"
Sometymes Why,new england americana
The Gooch Palms,australian garage punk
Blackest Dawn,hip hop
Mother Keem,hip hop
Kokoshca,"spanish indie pop, spanish noise pop, tontipop"
Prima Donna,glam punk
Theo Maassen,dutch cabaret
Addicted Craze,hands up
And the Golden Choir,german alternative rock
John Rowles,classic nz pop
Kaidi Tatham,"broken beat, uk contemporary jazz"
Kid Andersen,"norwegian blues, power blues-rock"
Murder Inc.,hip hop
Old Wainds,"raw black metal, russian black metal, slavic metal"
Paul Personne,french rock
Benny Blanko,hip hop
Lagoona Bloo,strut
תומר יוסף אלטוביה,hip hop
Trollech,slavic metal
Remmy Valenzuela,"banda, corrido, musica mexicana, norteno, sierreno"
Shapednoise,"deconstructed club, italian experimental, italian industrial, mandible, weightless"
Ива Нова,hip hop
Inchange,hip hop
Tom Hodge,hip hop
Beach Skulls,manchester indie
Eternal Oath,"swedish melodeath, swedish metal, symphonic death metal"
Menticide,hip hop
Nash The Slash,one-person band
Tykopaatti,"finnish hip hop, suomirap"
용준형 OF BEAST,hip hop
Arbre Noir,didgeridoo
Cloonee,tech house
Mouth Sewn Shut,"anarcho-punk, crack rock steady, crust punk, street punk"
The Humblebums,british folk
Valerie Etienne,hip hop
Fire When Ready,hip hop
Granicus,"proto-metal, psychedelic blues-rock"
Gugun Blues Shelter,"indonesian blues, indonesian indie"
Magdalena Tul,hip hop
Berlin Mitte,hip hop
George Pringle,hip hop
Jenni Mosello,"indie curitibano, pop lgbtq+ brasileira"
Shadow Wizard Money Gang,hip hop
Ray Darwin,hip hop
Scrooge,hip hop
Ultrademon,japanese idm
Aevangelist,"charred death, french black metal"
5 After Midnight,boy band
Alphabet Botanical,hip hop
Country Mice,hip hop
Los Tupamaros,"classic colombian pop, cumbia, tropical"
Lupe Fuentes,hip hop
The Brute Chorus,hip hop
Eugen Jochum,orchestral performance
Glejs,demoscene
Ansambel Hääled,hip hop
Habib Wahid,"bangla pop, classic bangla pop"
Joanna Brouk,"ambient synth, fourth world, spectra"
Joonie,hip hop
MC Zali,hip hop
Spalding Rockwell,electroclash
Andy Fairweather Low,hip hop
Centrozoon,hip hop
LL Clawz,hip hop
Dimension F3H,cyber metal
Megasus,hip hop
Murderland,horror punk
Natural Perspectives,sound
Don Reno,"banjo, bluegrass, bluegrass gospel, instrumental bluegrass"
Glide & Swerve,hip hop
Jörg Demus,"austrian classical piano, historical keyboard"
FoZZtone,japanese indie rock
Heather Parisi,classic italian pop
Ithaca,"uk post-hardcore, ukhc"
Peter Katin,british classical piano
Andreas Waldetoft,video game music
Joost,hip hop
Hector Rivera,boogaloo
Chris Brochu,hip hop
Maggie Bell,hip hop
Ambrose Kenny-Smith,hip hop
Legendes Industries,hip hop
PUNPEE,"j-rap, japanese r&b"
Marc Van Linden presents Madagaskar,hip hop
Morphia,huzunlu sarkilar
Silvia Blaser,hip hop
Vasari Singers,"british choir, chamber choir"
VK Blanka,"anime, anime rock, j-pop"
Charlee Nguyen,"lo-fi sleep, lo-fi study"
Desmond Child,hip hop
Soul Intent,drumfunk
Barasuara,"indonesian indie, indonesian indie rock"
"Jean Paul ""Bluey"" Maunick",hip hop
Declan Flynn & Cecilia Le Poer Power,hip hop
The Dambuilders,"alternative pop, boston rock, hawaiian indie"
Carnal Decay,"brutal death metal, slam death metal, swiss metal"
Cloudmachine,dutch indie rock
Maggie Koerner,new orleans indie
Sengircoffin,hip hop
77:78,isle of wight indie
Clonk Money,hip hop
Jim Bajor,hip hop
MVSEVMS,hip hop
Blunt Objects,hip hop
Talk In Tongues,hip hop
Blues Brother Castro,hip hop
Downfall,metallic hardcore
Tanburi Cemil Bey,turkish classical
Luana Marques & De Lukka,hip hop
Georg Matthias Monn,"classical era, galante era"
Neeme Järvi,"classical performance, orchestral performance"
Niebiesko-Czarni,eastern bloc groove
The Yayhoos,hip hop
Khrebto,russian edm
Kongar-ol Ondar,throat singing
Ted Lewis,"dixieland, hot jazz, jazz clarinet, vaudeville, vintage jazz"
Ivie Anderson,hip hop
Chris Remo,"indie game soundtrack, video game music"
Skratch Bastid,atlantic canada hip hop
Kotelett & Zadak,hip hop
Moussier Tombola,french pop
